timestamp,price
2026-02-21 05:05:17+00:00,0.47
2026-02-21 05:06:25+00:00,0.47
2026-02-21 05:07:18+00:00,0.47
2026-02-21 05:08:25+00:00,0.47
2026-02-21 05:09:17+00:00,0.47
2026-02-21 05:10:21+00:00,0.47
2026-02-21 05:11:16+00:00,0.47
2026-02-21 05:12:16+00:00,0.47
2026-02-21 05:13:15+00:00,0.47
2026-02-21 05:14:17+00:00,0.47
2026-02-21 05:15:18+00:00,0.47
2026-02-21 05:16:17+00:00,0.47
2026-02-21 05:17:17+00:00,0.47
2026-02-21 05:18:17+00:00,0.47
2026-02-21 05:19:17+00:00,0.47
2026-02-21 05:20:19+00:00,0.47
2026-02-21 05:21:17+00:00,0.47
2026-02-21 05:22:16+00:00,0.47
2026-02-21 05:23:17+00:00,0.47
2026-02-21 05:24:18+00:00,0.47
2026-02-21 05:25:33+00:00,0.47
2026-02-21 05:26:31+00:00,0.47
2026-02-21 05:27:17+00:00,0.47
2026-02-21 05:28:17+00:00,0.47
2026-02-21 05:29:16+00:00,0.47
2026-02-21 05:30:22+00:00,0.47
2026-02-21 05:31:18+00:00,0.47
2026-02-21 05:32:18+00:00,0.47
2026-02-21 05:33:18+00:00,0.47
2026-02-21 05:34:26+00:00,0.47
2026-02-21 05:35:21+00:00,0.47
2026-02-21 05:36:17+00:00,0.47
2026-02-21 05:37:17+00:00,0.47
2026-02-21 05:38:17+00:00,0.47
2026-02-21 05:39:16+00:00,0.47
2026-02-21 05:40:16+00:00,0.47
2026-02-21 05:41:17+00:00,0.47
2026-02-21 05:42:16+00:00,0.47
2026-02-21 05:43:17+00:00,0.47
2026-02-21 05:44:17+00:00,0.47
2026-02-21 05:45:19+00:00,0.47
2026-02-21 05:46:17+00:00,0.47
2026-02-21 05:47:16+00:00,0.47
2026-02-21 05:48:18+00:00,0.47
2026-02-21 05:49:18+00:00,0.47
2026-02-21 05:50:18+00:00,0.47
2026-02-21 05:51:16+00:00,0.47
2026-02-21 05:52:17+00:00,0.47
2026-02-21 05:53:17+00:00,0.47
2026-02-21 05:54:19+00:00,0.47
2026-02-21 05:55:18+00:00,0.47
2026-02-21 05:56:16+00:00,0.47
2026-02-21 05:57:16+00:00,0.47
2026-02-21 05:58:17+00:00,0.47
2026-02-21 05:59:17+00:00,0.47
2026-02-21 06:00:31+00:00,0.47
2026-02-21 06:01:20+00:00,0.47
2026-02-21 06:02:16+00:00,0.47
2026-02-21 06:03:18+00:00,0.47
2026-02-21 06:04:18+00:00,0.47
2026-02-21 06:05:19+00:00,0.47
2026-02-21 06:06:18+00:00,0.47
2026-02-21 06:07:31+00:00,0.47
2026-02-21 06:08:18+00:00,0.47
2026-02-21 06:09:17+00:00,0.47
2026-02-21 06:10:19+00:00,0.47
2026-02-21 06:11:28+00:00,0.47
2026-02-21 06:12:18+00:00,0.47
2026-02-21 06:13:17+00:00,0.47
2026-02-21 06:14:17+00:00,0.47
2026-02-21 06:15:19+00:00,0.47
2026-02-21 06:16:16+00:00,0.47
2026-02-21 06:17:18+00:00,0.47
2026-02-21 06:18:18+00:00,0.47
2026-02-21 06:19:16+00:00,0.47
2026-02-21 06:20:19+00:00,0.47
2026-02-21 06:21:17+00:00,0.47
2026-02-21 06:22:16+00:00,0.47
2026-02-21 06:23:17+00:00,0.47
2026-02-21 06:24:18+00:00,0.47
2026-02-21 06:25:17+00:00,0.47
2026-02-21 06:26:17+00:00,0.47
2026-02-21 06:27:19+00:00,0.47
2026-02-21 06:28:17+00:00,0.47
2026-02-21 06:29:17+00:00,0.47
2026-02-21 06:30:19+00:00,0.47
2026-02-21 06:31:17+00:00,0.47
2026-02-21 06:32:16+00:00,0.47
2026-02-21 06:33:17+00:00,0.47
2026-02-21 06:34:17+00:00,0.47
2026-02-21 06:35:18+00:00,0.47
2026-02-21 06:36:27+00:00,0.47
2026-02-21 06:37:17+00:00,0.47
2026-02-21 06:38:17+00:00,0.47
2026-02-21 06:39:17+00:00,0.47
2026-02-21 06:40:20+00:00,0.47
2026-02-21 06:41:17+00:00,0.47
2026-02-21 06:42:18+00:00,0.47
2026-02-21 06:43:17+00:00,0.47
2026-02-21 06:44:18+00:00,0.47
2026-02-21 06:45:18+00:00,0.47
2026-02-21 06:46:17+00:00,0.47
2026-02-21 06:47:18+00:00,0.47
2026-02-21 06:48:17+00:00,0.47
2026-02-21 06:49:17+00:00,0.47
2026-02-21 06:50:18+00:00,0.47
2026-02-21 06:51:17+00:00,0.47
2026-02-21 06:52:18+00:00,0.47
2026-02-21 06:53:16+00:00,0.47
2026-02-21 06:54:17+00:00,0.47
2026-02-21 06:55:18+00:00,0.47
2026-02-21 06:56:17+00:00,0.47
2026-02-21 06:57:16+00:00,0.47
2026-02-21 06:58:33+00:00,0.47
2026-02-21 06:59:17+00:00,0.47
2026-02-21 07:00:20+00:00,0.47
2026-02-21 07:01:17+00:00,0.47
2026-02-21 07:02:27+00:00,0.47
2026-02-21 07:03:17+00:00,0.47
2026-02-21 07:04:32+00:00,0.47
2026-02-21 07:05:19+00:00,0.47
2026-02-21 07:06:16+00:00,0.47
2026-02-21 07:07:17+00:00,0.47
2026-02-21 07:08:16+00:00,0.47
2026-02-21 07:09:17+00:00,0.47
2026-02-21 07:10:19+00:00,0.47
2026-02-21 07:11:16+00:00,0.47
2026-02-21 07:12:16+00:00,0.47
2026-02-21 07:13:16+00:00,0.47
2026-02-21 07:14:29+00:00,0.47
2026-02-21 07:15:20+00:00,0.47
2026-02-21 07:16:19+00:00,0.47
2026-02-21 07:17:17+00:00,0.47
2026-02-21 07:18:30+00:00,0.47
2026-02-21 07:19:17+00:00,0.47
2026-02-21 07:20:18+00:00,0.47
2026-02-21 07:21:18+00:00,0.47
2026-02-21 07:22:17+00:00,0.47
2026-02-21 07:23:17+00:00,0.47
2026-02-21 07:24:18+00:00,0.47
2026-02-21 07:25:18+00:00,0.47
2026-02-21 07:26:18+00:00,0.47
2026-02-21 07:27:30+00:00,0.47
2026-02-21 07:28:17+00:00,0.47
2026-02-21 07:29:18+00:00,0.47
2026-02-21 07:30:20+00:00,0.465
2026-02-21 07:31:28+00:00,0.465
2026-02-21 07:32:17+00:00,0.465
2026-02-21 07:33:16+00:00,0.465
2026-02-21 07:34:17+00:00,0.465
2026-02-21 07:35:17+00:00,0.465
2026-02-21 07:36:17+00:00,0.465
2026-02-21 07:37:18+00:00,0.465
2026-02-21 07:38:16+00:00,0.465
2026-02-21 07:39:17+00:00,0.465
2026-02-21 07:40:31+00:00,0.465
2026-02-21 07:41:24+00:00,0.465
2026-02-21 07:42:16+00:00,0.465
2026-02-21 07:43:17+00:00,0.465
2026-02-21 07:44:18+00:00,0.465
2026-02-21 07:45:18+00:00,0.465
2026-02-21 07:46:18+00:00,0.465
2026-02-21 07:47:17+00:00,0.465
2026-02-21 07:48:17+00:00,0.465
2026-02-21 07:49:29+00:00,0.465
2026-02-21 07:50:17+00:00,0.465
2026-02-21 07:51:17+00:00,0.465
2026-02-21 07:52:16+00:00,0.465
2026-02-21 07:53:17+00:00,0.465
2026-02-21 07:54:18+00:00,0.465
2026-02-21 07:55:18+00:00,0.465
2026-02-21 07:56:18+00:00,0.465
2026-02-21 07:57:16+00:00,0.465
2026-02-21 07:58:16+00:00,0.465
2026-02-21 07:59:17+00:00,0.465
2026-02-21 08:00:19+00:00,0.465
2026-02-21 08:01:17+00:00,0.465
2026-02-21 08:02:18+00:00,0.465
2026-02-21 08:03:18+00:00,0.465
